verse,ref
Mark 8:18,Psalms 115:7
Mark 8:18,Psalms 115:8
Mark 8:18,Isaiah 6:9
Mark 8:18,Isaiah 6:10
Mark 8:18,Isaiah 42:18
Mark 8:18,Isaiah 42:19
Mark 8:18,Isaiah 42:20
Mark 8:18,Isaiah 44:18
Mark 8:18,Jeremiah 5:21
Mark 8:18,Ezekiel 12:2
Mark 8:18,Matthew 13:14
Mark 8:18,Matthew 13:15
Mark 8:18,Mark 4:12
Mark 8:18,John 12:40
Mark 8:18,Acts 28:26
Mark 8:18,Acts 28:27
Mark 8:18,Romans 11:8
Mark 8:18,2 Peter 1:12
Mark 8:34,Matthew 10:38
Mark 9:23,Matthew 17:20
Mark 9:23,John 11:40
Mark 10:27,Matthew 19:26
Mark 10:27,Luke 1:37
Mark 10:43,Matthew 23:8
Mark 10:43,Matthew 23:9
Mark 10:43,Matthew 23:10
Mark 10:43,Matthew 23:11
Mark 10:43,Matthew 23:12
Mark 11:17,Isaiah 56:7
Mark 11:17,Jeremiah 7:11
Mark 11:23,Psalms 37:4
Mark 11:23,Matthew 17:20
Mark 11:23,John 14:13
Mark 11:23,John 15:7
Mark 11:24,Matthew 7:7
Mark 11:24,Matthew 7:8
Mark 11:24,Matthew 7:9
Mark 11:24,Matthew 7:10
Mark 11:24,Matthew 7:11
Mark 11:24,Matthew 18:19
Mark 11:24,Matthew 21:22
Mark 11:24,Luke 11:9
Mark 11:24,Luke 11:10
Mark 11:24,Luke 11:11
Mark 11:24,Luke 11:12
Mark 11:24,Luke 11:13
Mark 11:24,Luke 18:1
Mark 11:24,Luke 18:2
Mark 11:24,Luke 18:3
Mark 11:24,Luke 18:4
Mark 11:24,Luke 18:5
Mark 11:24,Luke 18:6
Mark 11:24,Luke 18:7
Mark 11:24,Luke 18:8
Mark 11:24,John 14:13
Mark 11:24,John 15:7
Mark 11:24,John 16:23
Mark 11:24,John 16:24
Mark 11:24,John 16:25
Mark 11:24,John 16:26
Mark 11:24,John 16:27
Mark 11:24,James 1:5
Mark 11:24,James 1:6
Mark 11:24,1 John 3:22
Mark 11:24,1 John 5:14
Mark 11:24,1 John 5:15
Mark 14:62,Psalms 110:1
Mark 16:15,Matthew 28:19
Mark 16:16,Matthew 28:19
Mark 16:16,Mark 1:15
Mark 16:16,Luke 8:12
Mark 16:16,John 3:5
Mark 16:16,John 3:15
Mark 16:16,John 3:16
Mark 16:16,John 3:18
Mark 16:16,John 3:19
Mark 16:16,John 3:36
Mark 16:16,John 5:24
Mark 16:16,John 6:29
Mark 16:16,John 6:35
Mark 16:16,John 6:40
Mark 16:16,John 8:24
Mark 16:16,John 11:25
Mark 16:16,John 11:26
Mark 16:16,John 12:46
Mark 16:16,John 12:47
Mark 16:16,John 12:48
Mark 16:16,John 20:31
Mark 16:16,Acts 2:38
Mark 16:16,Acts 2:41
Mark 16:16,Acts 10:43
Mark 16:16,Acts 16:30
Mark 16:16,Acts 16:31
Mark 16:16,Acts 16:32
Mark 16:16,Acts 22:16
Mark 16:16,Romans 10:9
Mark 16:16,Romans 10:10
Mark 16:16,Romans 10:11
Mark 16:16,Romans 10:12
Mark 16:16,Romans 10:13
Mark 16:16,Romans 10:14
Mark 16:16,1 Peter 1:21
Mark 16:16,1 Peter 3:21
Mark 16:16,1 John 5:10
Mark 16:16,1 John 5:11
Mark 16:16,1 John 5:12
Mark 16:16,1 John 5:13
Mark 16:16,Revelation 20:15
Mark 16:16,Revelation 21:8
Mark 16:17,1 Corinthians 12:30
Mark 16:18,Luke 10:19
Luke 1:17,Malachi 4:5
Luke 1:17,Malachi 4:6
Luke 1:33,Daniel 2:44
Luke 1:37,Genesis 18:14
Luke 1:37,Numbers 11:23
Luke 1:37,Job 13:2
Luke 1:37,Jeremiah 32:17
Luke 1:37,Jeremiah 32:27
Luke 1:37,Zechariah 8:6
Luke 1:37,Matthew 19:26
Luke 1:37,Mark 10:27
Luke 1:37,Luke 18:27
Luke 1:37,Philippians 3:21
Luke 3:22,Psalms 2:7
Luke 3:22,Matthew 17:5
Luke 3:22,John 1:32
Luke 3:22,2 Peter 1:17
Luke 3:22,2 Peter 1:18
Luke 4:18,Psalms 146:7
Luke 4:18,Psalms 146:8
Luke 4:18,Isaiah 61:1
Luke 4:18,Matthew 11:5
Luke 6:38,Matthew 7:2
Luke 6:38,Mark 4:24
Luke 6:38,2 Corinthians 9:6
Luke 6:38,2 Corinthians 9:7
Luke 6:38,2 Corinthians 9:8
Luke 6:45,Proverbs 4:23
Luke 6:45,Ephesians 4:29
Luke 6:47,James 1:22
Luke 6:47,James 1:23
Luke 6:47,James 1:24
Luke 6:47,James 1:25
Luke 7:22,Isaiah 35:5
Luke 7:22,Isaiah 35:6
Luke 7:50,Matthew 9:22
Luke 7:50,Mark 5:34
Luke 7:50,Mark 10:52
Luke 7:50,Luke 8:48
Luke 7:50,Luke 18:42
Luke 7:50,Romans 5:1
Luke 7:50,Romans 5:2
Luke 7:50,Ephesians 2:8
Luke 7:50,Ephesians 2:9
Luke 7:50,Ephesians 2:10
Luke 8:10,Isaiah 6:9
Luke 9:23,Matthew 10:38
Luke 9:23,Matthew 10:39
Luke 9:23,Mark 8:34
Luke 9:23,Mark 8:35
Luke 9:23,Mark 8:36
Luke 9:23,Mark 8:37
Luke 9:23,Mark 8:38
Luke 9:23,Luke 14:26
Luke 9:23,Luke 14:27
Luke 9:26,Matthew 10:32
Luke 9:26,Matthew 10:33
Luke 9:26,Matthew 16:27
Luke 9:26,Matthew 25:31
Luke 9:26,Mark 8:38
Luke 9:26,Luke 12:8
Luke 9:26,Luke 12:9
Luke 9:26,Romans 1:16
Luke 9:26,2 Timothy 2:12
Luke 9:26,Revelation 21:8
Luke 10:19,Psalms 91:13
Luke 10:19,Mark 16:18
Luke 10:19,Luke 21:17
Luke 10:19,Luke 21:18
Luke 10:19,Acts 28:5
Luke 10:19,Romans 16:20
Luke 10:19,Revelation 11:5
Luke 10:27,Leviticus 19:18
Luke 10:27,Deuteronomy 6:5
Luke 10:27,Deuteronomy 10:12
Luke 10:27,Deuteronomy 30:6
Luke 10:27,Matthew 19:19
Luke 10:27,Matthew 22:37
Luke 10:27,Matthew 22:38
Luke 10:27,Matthew 22:39
Luke 10:27,Matthew 22:40
Luke 10:27,Mark 12:30
Luke 10:27,Mark 12:31
Luke 10:27,Mark 12:33
Luke 10:27,Mark 12:34
Luke 10:27,Romans 13:9
Luke 10:27,Galatians 5:13
Luke 10:27,Hebrews 8:10
Luke 10:27,James 2:8
Luke 10:27,1 John 3:18
Luke 11:9,Psalms 27:4
Luke 11:9,Psalms 27:8
Luke 11:9,Psalms 34:4
Luke 11:9,Psalms 34:10
Luke 11:9,Psalms 50:15
Luke 11:9,Psalms 105:3
Luke 11:9,Psalms 105:4
Luke 11:9,Psalms 118:5
Luke 11:9,Isaiah 55:6
Luke 11:9,Isaiah 55:7
Luke 11:9,Jeremiah 29:12
Luke 11:9,Jeremiah 33:3
Luke 11:9,Daniel 9:3
Luke 11:9,Matthew 6:29
Luke 11:9,Matthew 7:7
Luke 11:9,Matthew 7:8
Luke 11:9,Matthew 7:9
Luke 11:9,Matthew 7:10
Luke 11:9,Matthew 7:11
Luke 11:9,Matthew 21:22
Luke 11:9,Mark 11:24
Luke 11:9,Mark 13:37
Luke 11:9,Luke 13:24
Luke 11:9,Luke 13:25
Luke 11:9,John 1:45
Luke 11:9,John 1:46
Luke 11:9,John 1:47
Luke 11:9,John 1:48
Luke 11:9,John 1:49
Luke 11:9,John 14:13
Luke 11:9,John 15:7
Luke 11:9,John 15:16
Luke 11:9,John 16:23
Luke 11:9,John 16:24
Luke 11:9,Acts 10:4
Luke 11:9,Acts 10:5
Luke 11:9,Acts 10:6
Luke 11:9,Romans 2:7
Luke 11:9,2 Corinthians 6:2
Luke 11:9,2 Corinthians 12:8
Luke 11:9,2 Corinthians 12:9
Luke 11:9,Hebrews 4:16
Luke 11:9,Hebrews 11:6
Luke 11:9,James 1:5
Luke 11:9,James 5:15
Luke 11:9,1 John 3:22
Luke 11:9,1 John 5:14
Luke 11:9,1 John 5:15
Luke 11:13,Matthew 7:11
Luke 11:28,Psalms 1:1
Luke 11:28,Psalms 1:2
Luke 11:28,Psalms 1:3
Luke 11:28,Psalms 112:1
Luke 11:28,Psalms 119:1
Luke 11:28,Psalms 119:2
Luke 11:28,Psalms 119:3
Luke 11:28,Psalms 119:4
Luke 11:28,Psalms 119:5
Luke 11:28,Psalms 119:6
Luke 11:28,Psalms 128:1
Luke 11:28,Isaiah 48:17
Luke 11:28,Isaiah 48:18
Luke 11:28,Matthew 7:21
Luke 11:28,Matthew 7:22
Luke 11:28,Matthew 7:23
Luke 11:28,Matthew 7:24
Luke 11:28,Matthew 7:25
Luke 11:28,Matthew 12:48
Luke 11:28,Matthew 12:49
Luke 11:28,Matthew 12:50
Luke 11:28,Luke 6:47
Luke 11:28,Luke 6:48
Luke 11:28,Luke 8:21
Luke 11:28,John 13:17
Luke 11:28,James 1:21
Luke 11:28,James 1:22
Luke 11:28,James 1:23
Luke 11:28,James 1:24
Luke 11:28,James 1:25
Luke 11:28,1 John 3:21
Luke 11:28,1 John 3:22
Luke 11:28,1 John 3:23
Luke 11:28,1 John 3:24
Luke 14:26,Matthew 10:37
Luke 14:26,John 12:25
Luke 14:26,Philippians 3:8
Luke 14:26,Revelation 12:11
Luke 15:7,Luke 5:32
Luke 16:10,Matthew 25:21
Luke 18:1,Romans 12:12
Luke 18:1,Ephesians 6:18
Luke 18:1,Philippians 4:6
Luke 18:1,Colossians 4:2
Luke 18:1,1 Thessalonians 5:17
Luke 18:27,Jeremiah 32:17
Luke 19:10,Ezekiel 34:16
Luke 19:10,Matthew 1:21
Luke 19:10,Matthew 10:6
Luke 19:10,Matthew 15:24
Luke 19:10,Luke 15:4
Luke 19:10,Luke 15:5
Luke 19:10,Luke 15:6
Luke 19:10,Luke 15:7
Luke 19:10,Luke 15:32
Luke 19:10,1 Timothy 1:13
Luke 19:10,1 Timothy 1:14
Luke 19:10,1 Timothy 1:15
Luke 19:10,1 Timothy 1:16
Luke 21:15,Jeremiah 1:9
Luke 22:42,Matthew 20:22
Luke 23:34,Psalms 22:18
Luke 23:34,Matthew 5:44
Luke 23:43,Revelation 2:7
Luke 23:46,Psalms 31:5
Luke 23:46,John 19:30
Luke 23:46,Acts 7:59
John 1:1,Genesis 1:1
John 1:1,Proverbs 8:22
John 1:1,Proverbs 8:23
John 1:1,Proverbs 8:24
John 1:1,Proverbs 8:25
John 1:1,Proverbs 8:26
John 1:1,Proverbs 8:27
John 1:1,Proverbs 8:28
John 1:1,Proverbs 8:29
John 1:1,Proverbs 8:30
John 1:1,Proverbs 8:31
John 1:1,Isaiah 9:6
John 1:1,Matthew 1:23
John 1:1,John 1:2
John 1:1,John 1:14
John 1:1,John 1:18
John 1:1,John 10:30
John 1:1,John 10:31
John 1:1,John 10:32
John 1:1,John 10:33
John 1:1,John 16:28
John 1:1,John 17:5
John 1:1,Philippians 2:6
John 1:1,Colossians 1:17
John 1:1,1 Timothy 3:16
John 1:1,Titus 2:13
John 1:1,Hebrews 1:8
John 1:1,Hebrews 1:9
John 1:1,Hebrews 1:10
John 1:1,Hebrews 1:11
John 1:1,Hebrews 1:12
John 1:1,Hebrews 1:13
John 1:1,Hebrews 13:8
John 1:1,1 John 1:1
John 1:1,1 John 1:2
John 1:1,1 John 5:7
John 1:1,Revelation 1:8
John 1:1,Revelation 19:13
John 1:1,Revelation 21:6
John 1:1,Revelation 22:13
John 1:3,1 Corinthians 8:6
John 1:3,Colossians 1:16
John 1:3,Colossians 1:17
John 1:4,John 8:12
John 1:11,Isaiah 53:2
John 1:11,Isaiah 53:3
John 1:12,Romans 8:14
John 1:12,2 Corinthians 6:17
John 1:12,2 Corinthians 6:18
John 1:12,Galatians 3:26
John 1:12,Colossians 2:6
John 1:12,1 John 3:1
John 1:13,James 1:18
John 1:14,Isaiah 40:5
John 1:14,John 1:1
John 1:14,Galatians 4:4
John 1:14,1 Timothy 3:16
John 1:14,1 John 4:9
John 1:18,Colossians 1:15
John 1:18,1 John 4:12
John 1:29,1 Peter 1:19
John 1:45,Luke 24:27
John 2:16,Matthew 21:13
John 2:16,Luke 2:49
John 2:17,Psalms 69:9
John 3:3,John 1:13
John 3:3,John 3:5
John 3:3,John 3:6
John 3:3,2 Corinthians 5:17
John 3:3,1 Peter 1:23
John 3:3,1 Peter 1:24
John 3:3,1 Peter 1:25
John 3:3,1 John 2:29
John 3:3,1 John 3:9
John 3:3,1 John 5:1
John 3:16,Genesis 22:12
John 3:16,Matthew 9:13
John 3:16,Mark 12:6
John 3:16,Luke 2:14
John 3:16,John 1:14
John 3:16,John 1:18
John 3:16,John 1:29
John 3:16,John 3:15
John 3:16,John 3:36
John 3:16,John 6:40
John 3:16,John 10:28
John 3:16,John 11:25
John 3:16,John 11:26
John 3:16,Romans 5:8
John 3:16,Romans 5:10
John 3:16,Romans 8:32
John 3:16,2 Corinthians 5:19
John 3:16,2 Corinthians 5:20
John 3:16,2 Corinthians 5:21
John 3:16,Ephesians 2:4
John 3:16,2 Thessalonians 2:16
John 3:16,1 Timothy 1:15
John 3:16,1 Timothy 1:16
John 3:16,Titus 3:4
John 3:16,1 John 4:9
John 3:16,1 John 4:10
John 3:16,1 John 4:19
John 3:16,Revelation 1:5
John 3:36,John 3:15
John 3:36,John 3:16
John 3:36,John 5:24
John 4:10,Jeremiah 2:13
John 4:10,John 4:14
John 4:10,Revelation 7:17
John 4:10,Revelation 21:6
John 4:10,Revelation 22:17
John 4:14,John 6:35
John 4:23,Philippians 3:3
John 4:24,2 Corinthians 3:17
John 5:19,John 8:28
John 5:24,John 3:18
John 5:24,John 3:36
John 5:30,John 4:34
John 5:30,John 5:19
John 5:30,John 6:38
John 5:46,Deuteronomy 18:15
John 5:46,Deuteronomy 18:18
John 5:46,Deuteronomy 18:19
John 6:29,1 John 3:23
John 6:44,John 6:65
John 6:45,Isaiah 54:13
John 6:63,John 6:68
John 7:6,Matthew 26:18
John 7:6,John 2:4
John 7:6,John 7:8
John 7:6,John 7:30
John 7:6,John 8:20
John 7:6,John 13:1
John 7:6,John 17:1
John 7:37,Isaiah 55:1
John 7:38,Isaiah 12:3
John 7:38,Isaiah 44:3
John 7:38,Isaiah 58:11
John 7:38,John 4:10
John 7:38,John 4:14
John 8:5,Leviticus 20:10
John 8:12,Matthew 5:14
John 8:12,John 3:19
John 8:12,John 9:5
John 8:12,John 12:35
John 8:12,John 12:46
John 8:31,2 John 1:9
John 8:32,John 8:36
John 8:32,Romans 8:2
John 8:36,John 8:31
John 8:36,John 8:32
John 8:36,Romans 8:2
John 8:36,2 Corinthians 3:17
John 8:36,Galatians 5:1
John 8:44,Revelation 12:9
John 8:58,Exodus 3:14
John 9:4,John 12:35
John 9:4,Ephesians 5:16
John 9:31,Psalms 145:19
John 9:31,Proverbs 15:29
John 9:31,Proverbs 28:9
John 9:31,Isaiah 1:15
John 9:31,Zechariah 7:13
John 10:10,Ezekiel 34:2
John 10:10,Ezekiel 34:3
John 10:10,Ezekiel 34:4
John 10:10,Matthew 20:28
John 10:10,Luke 19:10
John 10:10,John 3:17
John 10:10,John 6:33
John 10:10,John 6:51
John 10:10,John 10:1
John 10:10,John 12:47
John 10:10,Romans 5:13
John 10:10,Romans 5:14
John 10:10,Romans 5:15
John 10:10,Romans 5:16
John 10:10,Romans 5:17
John 10:10,Romans 5:18
John 10:10,Romans 5:19
John 10:10,Romans 5:20
John 10:10,Romans 5:21
John 10:10,1 Timothy 1:15
John 10:11,Isaiah 40:11
John 10:28,John 6:39
John 10:28,John 6:40
John 10:34,Psalms 82:6
John 10:34,Psalms 82:7
John 11:25,1 Thessalonians 4:14
John 11:40,John 11:4
John 11:40,John 11:23
John 11:40,John 11:24
John 11:40,John 11:25
John 11:40,John 11:26
John 13:18,Psalms 41:9
John 13:34,Leviticus 19:18
John 13:34,John 15:17
John 13:34,1 Corinthians 12:26
John 13:34,1 Corinthians 12:27
John 13:34,Galatians 6:2
John 13:34,Ephesians 5:2
John 13:34,1 Peter 1:22
John 13:34,1 John 2:7
John 13:34,1 John 2:8
John 13:34,1 John 2:9
John 13:34,1 John 2:10
John 13:34,1 John 3:23
John 13:35,1 John 3:10
John 13:35,1 John 3:11
John 13:35,1 John 3:12
John 13:35,1 John 3:13
John 13:35,1 John 3:14
John 13:35,1 John 4:20
John 13:35,1 John 4:21
John 14:2,John 13:36
John 14:6,Isaiah 35:8
John 14:6,Isaiah 35:9
John 14:6,Matthew 11:27
John 14:6,John 1:4
John 14:6,John 1:14
John 14:6,John 1:17
John 14:6,John 5:21
John 14:6,John 5:25
John 14:6,John 5:26
John 14:6,John 5:27
John 14:6,John 5:28
John 14:6,John 5:29
John 14:6,John 6:33
John 14:6,John 6:51
John 14:6,John 6:57
John 14:6,John 8:32
John 14:6,John 8:51
John 14:6,John 10:9
John 14:6,John 10:28
John 14:6,John 11:25
John 14:6,John 11:26
John 14:6,John 14:19
John 14:6,John 15:1
John 14:6,John 17:2
John 14:6,John 17:3
John 14:6,John 18:37
John 14:6,Acts 4:12
John 14:6,Romans 5:2
John 14:6,Romans 5:21
John 14:6,2 Corinthians 1:19
John 14:6,2 Corinthians 1:20
John 14:6,Ephesians 2:18
John 14:6,Colossians 3:4
John 14:6,Hebrews 7:25
John 14:6,Hebrews 10:19
John 14:6,Hebrews 10:20
John 14:6,Hebrews 10:21
John 14:6,Hebrews 10:22
John 14:6,1 Peter 2:4
John 14:6,1 Peter 3:18
John 14:6,1 John 2:23
John 14:6,1 John 5:11
John 14:6,1 John 5:12
John 14:6,1 John 5:20
John 14:6,2 John 1:9
John 14:6,Revelation 20:15
John 14:6,Revelation 22:17
John 14:9,John 12:45
John 14:9,Colossians 1:15
John 14:9,Hebrews 1:3
John 14:12,Matthew 21:21
John 14:12,Mark 16:17
John 14:12,Luke 10:17
John 14:12,Luke 10:18
John 14:12,Luke 10:19
John 14:13,Matthew 7:7
John 14:13,Matthew 21:22
John 14:13,Mark 11:24
John 14:13,John 15:7
John 14:13,John 15:16
John 14:13,1 John 5:14
John 14:15,John 14:21
John 14:15,John 14:22
John 14:15,John 14:23
John 14:15,John 14:24
John 14:15,John 15:10
John 14:15,John 15:11
John 14:15,John 15:12
John 14:15,John 15:13
John 14:15,John 15:14
John 14:15,Galatians 5:6
John 14:15,Ephesians 3:16
John 14:15,Ephesians 3:17
John 14:15,Ephesians 3:18
John 14:15,1 John 2:3
John 14:15,1 John 2:4
John 14:15,1 John 2:5
John 14:15,1 John 4:19
John 14:15,1 John 4:20
John 14:15,1 John 5:2
John 14:15,1 John 5:3
John 14:15,2 John 1:6
John 14:16,John 14:26
John 14:16,John 15:26
John 14:21,John 14:15
John 14:21,1 John 2:5
John 14:21,1 John 5:3
John 14:21,2 John 1:6
John 14:23,John 14:21
John 14:26,John 2:22
John 14:26,John 14:16
John 14:26,John 15:26
John 14:26,John 16:7
John 14:26,1 John 2:20
John 14:27,Isaiah 9:6
John 14:27,Isaiah 41:10
John 14:27,John 16:33
John 14:27,Philippians 4:7
John 14:27,Colossians 3:15
John 14:27,2 Thessalonians 3:16
John 14:27,2 Timothy 1:7
John 15:1,Jeremiah 2:21
John 15:3,Ephesians 5:26
John 15:4,Galatians 2:20
John 15:4,1 John 2:6
John 15:5,Proverbs 11:30
John 15:5,John 15:16
John 15:5,Galatians 5:22
John 15:5,Philippians 1:11
John 15:5,Philippians 4:13
John 15:5,Colossians 1:10
John 15:5,James 1:17
John 15:5,2 Peter 1:2
John 15:5,2 Peter 1:3
John 15:5,2 Peter 1:4
John 15:5,2 Peter 1:5
John 15:5,2 Peter 1:6
John 15:5,2 Peter 1:7
John 15:5,2 Peter 1:8
John 15:5,2 Peter 1:9
John 15:5,2 Peter 1:10
John 15:5,2 Peter 1:11
John 15:5,2 Peter 1:12
John 15:5,2 Peter 1:13
John 15:5,2 Peter 1:14
John 15:5,2 Peter 1:15
John 15:5,2 Peter 1:16
John 15:5,2 Peter 1:17
John 15:5,2 Peter 1:18
John 15:5,2 Peter 3:18
John 15:7,Deuteronomy 6:6
John 15:7,Job 22:26
John 15:7,Psalms 37:4
John 15:7,Psalms 119:11
John 15:7,Proverbs 10:24
John 15:7,Jeremiah 15:16
John 15:7,Matthew 7:7
John 15:7,John 8:37
John 15:7,John 14:13
John 15:7,John 15:16
John 15:7,John 16:23
John 15:7,Galatians 5:16
John 15:7,Colossians 3:16
John 15:7,1 John 2:14
John 15:7,1 John 2:27
John 15:7,1 John 3:22
John 15:7,1 John 5:14
John 15:8,Matthew 5:16
John 15:8,John 8:31
John 15:10,John 14:15
John 15:13,John 10:11
John 15:13,Ephesians 5:2
John 15:25,Psalms 109:3
John 15:26,John 14:26
John 16:13,John 14:17
John 16:13,John 14:26
John 16:13,John 15:26
John 16:13,1 Corinthians 2:10
John 16:13,1 Corinthians 2:11
John 16:13,1 Corinthians 2:12
John 16:13,1 Corinthians 2:13
John 16:33,John 14:27
John 16:33,1 John 4:4
John 17:1,John 13:31
John 17:1,John 13:32
John 17:3,1 John 5:11
John 17:3,1 John 5:12
John 17:3,1 John 5:20
John 17:17,John 15:3
John 19:17,Luke 23:33
John 19:28,Psalms 22:15
John 19:28,Psalms 69:21
John 19:28,John 19:30
John 19:30,John 17:4
John 20:29,1 Peter 1:8
Acts 1:1,Luke 1:3
Acts 1:4,Luke 24:49
Acts 1:8,Matthew 28:19
Acts 1:8,Mark 16:15
Acts 1:8,Luke 24:46
Acts 1:8,Luke 24:47
Acts 1:8,Luke 24:48
Acts 1:8,Luke 24:49
Acts 1:8,Acts 1:5
Acts 1:8,Acts 2:1
Acts 1:8,Acts 2:2
Acts 1:8,Acts 2:3
Acts 1:8,Acts 2:4
Acts 1:8,Acts 4:33
Acts 1:8,Acts 5:32
Acts 1:8,Acts 6:8
Acts 1:8,Acts 10:38
Acts 1:8,Acts 10:39
Acts 1:8,Acts 10:40
Acts 1:8,Acts 10:41
Acts 1:8,Romans 10:18
Acts 1:8,Romans 15:19
Acts 1:16,Psalms 41:9
Acts 2:25,Psalms 16:8
Acts 2:25,Psalms 16:9
Acts 2:25,Psalms 16:10
Acts 2:25,Psalms 16:11
Acts 2:38,Mark 16:16
Acts 2:38,Luke 24:47
Acts 2:38,Acts 3:19
Acts 2:38,Acts 8:12
Acts 2:38,Acts 8:15
Acts 2:38,Acts 8:16
Acts 2:38,Acts 8:17
Acts 2:38,Acts 8:36
Acts 2:38,Acts 8:37
Acts 2:38,Acts 8:38
Acts 2:38,Acts 10:44
Acts 2:38,Acts 10:45
Acts 2:38,Acts 10:48
Acts 2:38,Acts 20:21
Acts 2:38,Acts 22:16
Acts 2:38,1 Peter 3:21
Acts 4:12,John 14:6
Acts 4:12,Revelation 20:15
Acts 8:32,Isaiah 53:7
Acts 8:32,Isaiah 53:8
Acts 8:32,Jeremiah 51:40
Acts 8:32,1 Peter 2:21
Acts 8:32,1 Peter 2:22
Acts 8:32,1 Peter 2:23
Acts 8:32,1 Peter 2:24
Acts 10:38,Acts 2:22
Acts 13:41,Habakkuk 1:5
Acts 15:29,Acts 15:20
Acts 20:35,Proverbs 19:17
Acts 20:35,Luke 14:12
Acts 20:35,Luke 14:13
Acts 20:35,Luke 14:14
Acts 20:35,2 Corinthians 9:6
Acts 20:35,2 Corinthians 9:7
Acts 20:35,2 Corinthians 9:8
Acts 20:35,2 Corinthians 9:9
Acts 20:35,2 Corinthians 9:10
Acts 20:35,2 Corinthians 9:11
Acts 20:35,2 Corinthians 9:12
Acts 26:18,Acts 20:32
Acts 26:18,1 Peter 2:9
Romans 1:16,Psalms 40:9
Romans 1:16,Psalms 40:10
Romans 1:16,Mark 8:38
Romans 1:16,2 Timothy 1:8
Romans 1:17,Habakkuk 2:4
Romans 1:17,Romans 3:21
Romans 1:17,Galatians 3:11
Romans 1:17,Philippians 3:9
Romans 1:20,Psalms 19:1
Romans 1:20,Psalms 19:2
Romans 1:20,Psalms 19:3
Romans 1:20,Psalms 19:4
Romans 1:20,Psalms 19:5
Romans 1:20,Psalms 19:6
Romans 1:20,Isaiah 40:26
Romans 1:20,1 Timothy 1:17
Romans 2:11,Acts 10:34
Romans 3:4,Psalms 51:4
Romans 3:13,Psalms 5:9
Romans 3:20,Galatians 2:16
Romans 3:23,Ecclesiastes 7:20
Romans 3:23,Romans 3:9
Romans 3:23,Galatians 3:22
Romans 3:23,1 John 1:8
Romans 3:23,1 John 1:9
Romans 3:23,1 John 1:10
Romans 4:17,1 Corinthians 1:28
Romans 5:3,2 Corinthians 12:9
Romans 5:3,2 Corinthians 12:10
Romans 5:3,James 1:2
Romans 5:3,James 1:3
Romans 5:3,James 1:12
Romans 5:6,Romans 4:25
Romans 5:6,Romans 5:8
Romans 5:6,Romans 5:10
Romans 5:6,Ephesians 2:1
Romans 5:6,Ephesians 2:2
Romans 5:6,Ephesians 2:3
Romans 5:6,Ephesians 2:4
Romans 5:6,Ephesians 2:5
Romans 5:6,Colossians 2:13
Romans 5:8,Isaiah 53:6
Romans 5:8,John 3:16
Romans 5:8,John 15:13
Romans 5:8,Romans 4:25
Romans 5:8,Romans 5:6
Romans 5:8,Romans 5:20
Romans 5:8,Ephesians 2:7
Romans 5:8,1 Peter 3:18
Romans 5:8,1 John 3:16
Romans 5:8,1 John 4:9
Romans 5:8,1 John 4:10
Romans 5:12,1 Corinthians 15:21
Romans 5:12,1 Corinthians 15:22
Romans 6:23,Romans 5:12
Romans 6:23,James 1:15
Romans 7:15,Galatians 5:17
Romans 8:1,John 3:18
Romans 8:1,John 3:19
Romans 8:1,Romans 5:1
Romans 8:1,1 Corinthians 1:30
Romans 8:1,2 Corinthians 5:17
Romans 8:1,Galatians 3:13
Romans 8:5,John 3:6
Romans 8:5,1 Corinthians 2:14
Romans 8:5,Galatians 5:19
Romans 8:5,Galatians 5:20
Romans 8:5,Galatians 5:21
Romans 8:5,Galatians 5:22
Romans 8:5,Galatians 5:23
Romans 8:5,Galatians 5:24
Romans 8:5,Galatians 5:25
Romans 8:9,Galatians 4:6
Romans 8:11,Romans 8:9
Romans 8:14,Galatians 5:18
Romans 8:15,1 Corinthians 2:12
Romans 8:18,2 Corinthians 4:17
Romans 8:18,2 Corinthians 4:18
Romans 8:18,1 Peter 4:13
Romans 8:26,Matthew 10:20
Romans 8:26,Ephesians 6:18
Romans 8:28,Genesis 50:20
Romans 8:28,Deuteronomy 6:5
Romans 8:28,Deuteronomy 8:2
Romans 8:28,Deuteronomy 8:3
Romans 8:28,Deuteronomy 8:16
Romans 8:28,Nehemiah 1:5
Romans 8:28,Psalms 46:1
Romans 8:28,Psalms 46:2
Romans 8:28,Psalms 69:36
Romans 8:28,Zechariah 13:9
Romans 8:28,Mark 12:30
Romans 8:28,Romans 5:3
Romans 8:28,Romans 5:4
Romans 8:28,Romans 5:5
Romans 8:28,Romans 8:30
Romans 8:28,Romans 8:35
Romans 8:28,Romans 8:36
Romans 8:28,Romans 8:37
Romans 8:28,Romans 8:38
Romans 8:28,Romans 8:39
Romans 8:28,1 Corinthians 1:9
Romans 8:28,1 Corinthians 2:9
Romans 8:28,2 Corinthians 4:15
Romans 8:28,2 Corinthians 4:16
Romans 8:28,2 Corinthians 4:17
Romans 8:28,Galatians 1:15
Romans 8:28,Ephesians 1:9
Romans 8:28,Ephesians 1:10
Romans 8:28,Ephesians 1:11
Romans 8:28,Ephesians 3:11
Romans 8:28,1 Thessalonians 5:9
Romans 8:28,2 Timothy 1:9
Romans 8:28,Hebrews 12:6
Romans 8:28,Hebrews 12:7
Romans 8:28,Hebrews 12:8
Romans 8:28,Hebrews 12:9
Romans 8:28,Hebrews 12:10
Romans 8:28,Hebrews 12:11
